"emp_no","first_name","last_name","title","from_date","to_date"
256521,"Bangqing","Kampfer","Senior Staff","1996-02-23","9999-01-01"
256532,"Percy","Benner","Senior Engineer","1986-11-21","9999-01-01"
256536,"Conor","Haumacher","Senior Staff","1995-08-25","9999-01-01"
256648,"Muzhong","Binkley","Senior Staff","1985-03-29","9999-01-01"
256664,"Alejandra","Poupard","Senior Staff","1995-03-08","9999-01-01"
256682,"Troy","Imataki","Engineer","1999-11-06","9999-01-01"
256707,"Breannda","Bain","Senior Staff","1995-08-16","9999-01-01"
256772,"Hiroyasu","Malinowski","Senior Staff","1995-07-05","9999-01-01"
256828,"Wilmer","Ramaiah","Senior Staff","1985-09-01","9999-01-01"
256874,"Rimli","Takanami","Senior Staff","1993-09-28","9999-01-01"
256916,"Suebskul","Anido","Senior Engineer","1987-12-24","9999-01-01"
256919,"Suebskul","Crouzet","Senior Staff","1997-09-14","9999-01-01"
256956,"Golgen","Unno","Senior Engineer","1988-06-30","9999-01-01"
257004,"Godehard","Lowrie","Senior Engineer","1996-11-20","9999-01-01"
257017,"Margo","Rousseau","Technique Leader","1998-02-05","9999-01-01"
257053,"Nimmagadda","Emiris","Senior Staff","2001-07-08","9999-01-01"
257073,"Kagan","Schaar","Senior Staff","1996-12-03","9999-01-01"
257097,"Sudharsan","Zielinski","Senior Engineer","1998-07-21","9999-01-01"
257200,"Satosi","Cromarty","Senior Staff","1995-08-21","9999-01-01"
257209,"Tamiya","Huhdanpaa","Engineer","1995-07-15","9999-01-01"
257269,"Rimon","Collette","Senior Staff","1990-07-05","9999-01-01"
257270,"Tomokazu","Muhlberg","Senior Engineer","1990-04-26","9999-01-01"
257274,"Yagil","Perfilyeva","Senior Engineer","2002-06-17","9999-01-01"
257300,"Nimmagadda","Taubenfeld","Senior Staff","1993-06-11","9999-01-01"
257301,"Zhenhua","Kampfer","Senior Staff","1985-05-04","9999-01-01"
257302,"Breannda","Steinauer","Senior Staff","1995-01-10","9999-01-01"
257360,"Honglan","Otillio","Senior Staff","1993-12-09","9999-01-01"
257395,"Yishay","Navazio","Senior Staff","1991-06-26","9999-01-01"
257436,"Arlette","Dahlbom","Senior Staff","2001-04-07","9999-01-01"
257517,"Salvador","Speckmann","Senior Engineer","1996-11-04","9999-01-01"
257533,"Suebskul","Brookner","Senior Engineer","1995-12-12","9999-01-01"
257565,"Ymte","Heyers","Senior Engineer","1986-11-07","9999-01-01"
257640,"Reinhard","Klyachko","Senior Engineer","2001-05-01","9999-01-01"
257685,"Siamak","Szilard","Senior Engineer","1992-03-15","9999-01-01"
257705,"Takushi","Jumpertz","Senior Staff","2001-10-30","9999-01-01"
257797,"Yongmin","Gecsei","Senior Staff","1991-09-12","9999-01-01"
257802,"Josyula","Vieri","Senior Engineer","1993-07-05","9999-01-01"
257804,"Peer","Conte","Senior Engineer","1992-10-24","9999-01-01"
257867,"Masaki","Collette","Senior Staff","1986-11-15","9999-01-01"
257992,"Kazuhito","Besancenot","Senior Staff","1991-05-10","9999-01-01"
258010,"Boaz","Birch","Senior Engineer","1993-02-18","9999-01-01"
258100,"Pranas","Manderick","Senior Engineer","1998-12-27","9999-01-01"
258122,"Mabhin","Mamelak","Senior Engineer","1995-09-20","9999-01-01"
258157,"Tetsushi","Frijda","Engineer","1997-11-09","9999-01-01"
258159,"Ute","Wynblatt","Senior Engineer","1990-09-23","9999-01-01"
258193,"Shaz","Calkin","Senior Engineer","1986-06-07","9999-01-01"
258205,"Gill","Matteis","Technique Leader","1987-05-19","9999-01-01"
258216,"Alper","Candan","Senior Engineer","1990-02-03","9999-01-01"
258230,"Mokhtar","Ranon","Senior Engineer","1994-01-18","9999-01-01"
258240,"Sushant","Clouatre","Senior Staff","1993-07-11","9999-01-01"
258259,"Xudong","Kuzuoka","Senior Engineer","1993-07-14","9999-01-01"
258273,"JoAnna","Maksimenko","Senior Staff","1993-08-19","9999-01-01"
258359,"Saeed","Bresenham","Technique Leader","1986-05-15","9999-01-01"
258371,"Udi","Ciolek","Senior Staff","1993-06-24","9999-01-01"
258451,"Nahla","Menhardt","Senior Staff","1990-02-09","9999-01-01"
258521,"Felicidad","Pintelas","Senior Staff","1995-11-04","9999-01-01"
258557,"Kazuhisa","Pollacia","Senior Engineer","2001-02-09","9999-01-01"
258562,"Sverrir","Schwabacher","Senior Staff","1999-10-17","9999-01-01"
258568,"Susumu","Masada","Senior Engineer","1999-01-31","9999-01-01"
258599,"Xiaocheng","Veccia","Senior Staff","1996-03-22","9999-01-01"
258660,"King","Zastre","Senior Engineer","1993-09-11","9999-01-01"
258763,"Xiadong","Peak","Senior Engineer","1999-10-13","9999-01-01"
258831,"Adil","Perin","Senior Staff","1991-06-02","9999-01-01"
258850,"Werner","Heuter","Senior Staff","1991-11-07","9999-01-01"
258865,"Marlo","Dichev","Senior Engineer","1994-03-14","9999-01-01"
258924,"Heekeun","Stiles","Senior Engineer","1992-11-13","9999-01-01"
258944,"Froduald","Hatcliff","Senior Engineer","2001-08-09","9999-01-01"
258955,"Serenella","Pollock","Staff","1996-04-13","9999-01-01"
258963,"Clyde","Riexinger","Senior Staff","1995-11-04","9999-01-01"
258974,"Jinpo","Pusterhofer","Senior Engineer","1997-03-30","9999-01-01"
259002,"Karlis","Cummings","Senior Staff","1993-11-29","9999-01-01"
259019,"Paris","Bahl","Senior Engineer","1997-05-08","9999-01-01"
259060,"Chaoyi","Kornatzky","Senior Staff","1996-12-12","9999-01-01"
259075,"Freyja","Herbst","Engineer","1996-02-12","9999-01-01"
259096,"Yonghoan","Pavlopoulou","Senior Engineer","1994-11-01","9999-01-01"
259104,"Masali","Ponthieu","Senior Staff","1993-05-18","9999-01-01"
259160,"Marsha","Badr","Senior Staff","1994-07-30","9999-01-01"
259166,"Masadi","Krone","Senior Engineer","1995-05-20","9999-01-01"
259248,"Chuanyi","Hertweck","Senior Engineer","1991-12-17","9999-01-01"
259259,"Douadi","Gist","Senior Staff","1996-06-07","9999-01-01"
259260,"Morris","Pfau","Senior Staff","2001-04-21","9999-01-01"
259277,"Sarita","Jansch","Engineer","1999-01-01","9999-01-01"
259326,"Sachar","Perly","Senior Staff","1998-05-05","9999-01-01"
259402,"Uriel","Seuren","Senior Staff","1998-03-03","9999-01-01"
259437,"Yucel","Babb","Senior Engineer","1986-02-10","9999-01-01"
259467,"Marit","Majewski","Senior Staff","1998-09-22","9999-01-01"
259469,"Kristinn","Isard","Senior Engineer","1996-01-13","9999-01-01"
259501,"Udi","Zultner","Senior Engineer","1994-01-08","9999-01-01"
259551,"Arup","Coorg","Senior Engineer","1994-03-01","9999-01-01"
259613,"Ulf","Vesel","Senior Engineer","2001-06-26","9999-01-01"
259722,"Candida","Vendrig","Senior Engineer","1986-09-19","9999-01-01"
259731,"Masaki","Flasterstein","Senior Staff","1997-02-16","9999-01-01"
259787,"Yonghong","Giveon","Senior Engineer","2001-12-02","9999-01-01"
259841,"Pascal","Beausoleil","Engineer","1996-05-29","9999-01-01"
259860,"Falguni","Polajnar","Senior Staff","1989-02-23","9999-01-01"
259916,"Tzu","Demri","Senior Engineer","1994-06-24","9999-01-01"
260000,"Sudhanshu","Kalefeld","Senior Engineer","1992-05-31","9999-01-01"
260082,"Gina","Swan","Senior Staff","1997-12-07","9999-01-01"
260128,"Willard","Yoshimura","Senior Staff","1995-09-12","9999-01-01"
260145,"Lihong","Rajcani","Senior Staff","1995-03-09","9999-01-01"
260148,"Yaghout","Eterovic","Staff","1995-12-31","9999-01-01"
260189,"Stabislas","Salvesen","Senior Engineer","2000-02-19","9999-01-01"
260206,"Pranjal","Waterhouse","Senior Engineer","1992-08-24","9999-01-01"
260296,"Heng","Denti","Senior Staff","2001-04-21","9999-01-01"
260305,"Jiong","Gill","Senior Engineer","1995-02-06","9999-01-01"
260325,"Zorica","Lamma","Senior Staff","1999-10-18","9999-01-01"
260378,"Taisook","Basagni","Senior Engineer","1986-08-13","9999-01-01"
260380,"Utpal","Tagansky","Engineer","1996-05-13","9999-01-01"
260417,"Wuxu","Trachtenberg","Senior Engineer","1992-05-06","9999-01-01"
260420,"Yurii","Senzako","Senior Staff","1995-02-23","9999-01-01"
260502,"Danco","Jeong","Senior Staff","1985-05-20","9999-01-01"
260521,"Dekang","Marrevee","Senior Staff","1986-11-26","9999-01-01"
260522,"Kasturi","Baez","Senior Engineer","1994-12-01","9999-01-01"
260527,"Katsuyuki","Lindqvist","Technique Leader","1990-10-02","9999-01-01"
260575,"Kokou","Ushiama","Senior Engineer","1995-04-11","9999-01-01"
260588,"Shuichi","Speel","Senior Engineer","1992-04-11","9999-01-01"
260626,"Piyawadee","Eppinger","Staff","1998-08-12","9999-01-01"
260634,"Beshir","Angelov","Senior Staff","1988-02-09","9999-01-01"
260638,"Richara","Cronan","Technique Leader","1994-09-22","9999-01-01"
260642,"Xianlong","Kemmerer","Senior Staff","1995-07-06","9999-01-01"
260644,"Moty","Bennet","Senior Staff","1998-04-26","9999-01-01"
260764,"Honesty","Kalefeld","Engineer","1998-05-25","9999-01-01"
260834,"Khoa","Tomescu","Technique Leader","1996-01-23","9999-01-01"
260865,"Giao","Zallocco","Senior Engineer","1991-11-19","9999-01-01"
260911,"Tru","Vecchio","Senior Engineer","1993-02-13","9999-01-01"
260922,"Irena","Bugrara","Senior Engineer","1991-05-11","9999-01-01"
261053,"Uwe","Honglei","Senior Staff","1994-03-06","9999-01-01"
261073,"Carrsten","Wilfing","Senior Engineer","1992-02-26","9999-01-01"
261087,"Teiji","Hegner","Senior Staff","1994-04-13","9999-01-01"
261109,"Bogdan","Quadeer","Engineer","1999-04-18","9999-01-01"
261136,"Vishv","Joslin","Senior Staff","2002-03-29","9999-01-01"
261143,"Reinhard","Mansanne","Senior Engineer","1992-02-20","9999-01-01"
261190,"Ranga","Pusterhofer","Engineer","1998-07-28","9999-01-01"
261192,"Susanta","Schneeberger","Staff","1998-05-10","9999-01-01"
261194,"Nimmagadda","Nitta","Senior Engineer","1995-06-08","9999-01-01"
261317,"Chenxi","Prenel","Senior Engineer","2002-03-01","9999-01-01"
261321,"Aram","Eldridge","Staff","1996-12-16","9999-01-01"
261351,"Ottavia","Erde","Senior Engineer","1995-03-25","9999-01-01"
261362,"Zdislav","Emiris","Senior Staff","1991-06-12","9999-01-01"
261416,"Sreenivas","Vilarrasa","Senior Staff","2001-08-10","9999-01-01"
261507,"George","Driscoll","Senior Staff","1996-11-20","9999-01-01"
261517,"Caolyn","Orsini","Senior Staff","1994-05-07","9999-01-01"
261526,"Fumiyo","Munro","Senior Staff","1991-04-10","9999-01-01"
261599,"Jouko","Genin","Senior Engineer","1985-10-08","9999-01-01"
261615,"Faiza","Nittel","Senior Staff","1992-05-08","9999-01-01"
261624,"Freyja","Takanami","Senior Staff","1996-09-17","9999-01-01"
261644,"Stafford","Codenie","Senior Engineer","2000-11-03","9999-01-01"
261673,"Fatemeh","Birta","Engineer","1998-11-24","9999-01-01"
261700,"Mamdouh","Gronowski","Assistant Engineer","1999-03-12","9999-01-01"
261702,"Goa","Kaltofen","Senior Engineer","1999-06-14","9999-01-01"
261764,"Kenton","Viele","Senior Engineer","1986-07-21","9999-01-01"
261779,"Yahiko","Dichev","Senior Engineer","1986-02-13","9999-01-01"
261811,"Kensei","Middleton","Senior Staff","1985-06-26","9999-01-01"
261817,"Guadalupe","Kowalchuk","Engineer","1997-01-14","9999-01-01"
261826,"Martins","Ulupinar","Engineer","1996-04-29","9999-01-01"
261846,"Phuoc","Farris","Senior Engineer","1991-02-07","9999-01-01"
261874,"Elrique","Mandelberg","Senior Staff","1992-11-23","9999-01-01"
261894,"Nechama","Versino","Senior Staff","1997-05-15","9999-01-01"
261900,"Zongyan","Randt","Senior Engineer","1995-02-26","9999-01-01"
261901,"Richara","Covnot","Senior Engineer","1996-02-21","9999-01-01"
262003,"Xuejia","Werthner","Senior Staff","1993-12-05","9999-01-01"
262041,"Eckart","Valette","Senior Engineer","2002-06-24","9999-01-01"
262043,"Jasminko","Schrooten","Senior Engineer","1993-09-22","9999-01-01"
262057,"Dinah","Bojadziev","Staff","1999-06-17","9999-01-01"
262116,"Shunichi","Swift","Senior Engineer","1999-06-26","9999-01-01"
262216,"Ennio","Auria","Senior Staff","2002-07-04","9999-01-01"
262292,"Hyuckchul","Cardazo","Staff","1994-06-28","9999-01-01"
262371,"Ute","Weedman","Senior Engineer","2002-01-03","9999-01-01"
262428,"Changho","Gerlach","Senior Staff","1991-05-19","9999-01-01"
262485,"Tsvetan","Danecki","Assistant Engineer","1996-05-04","9999-01-01"
262557,"Rosalie","Barriga","Senior Staff","1993-10-15","9999-01-01"
262572,"Xiaobin","Srimani","Senior Staff","1995-10-22","9999-01-01"
262645,"Martins","Ranum","Staff","1998-04-23","9999-01-01"
262673,"Kazuhira","Wixon","Engineer","1996-10-27","9999-01-01"
262679,"Sahrah","Gyimothy","Senior Engineer","1994-12-21","9999-01-01"
262725,"Miyeon","Schiettecatte","Senior Engineer","1995-07-24","9999-01-01"
262736,"Maris","Waschkowski","Assistant Engineer","1996-10-26","9999-01-01"
262903,"Geoff","Pettit","Senior Engineer","1993-07-10","9999-01-01"
263001,"Gennady","Versino","Senior Engineer","1985-09-11","9999-01-01"
263002,"Ramzi","Bernatsky","Senior Staff","1994-12-05","9999-01-01"
263039,"Susuma","Egerstedt","Senior Engineer","1995-01-28","9999-01-01"
263070,"Subhrajyoti","Raney","Engineer","1996-06-26","9999-01-01"
263111,"Arup","Avouris","Senior Engineer","1996-03-20","9999-01-01"
263122,"Hyuckchul","Ranai","Engineer","1998-11-10","9999-01-01"
263130,"Haldun","Grandbois","Senior Engineer","1986-09-19","9999-01-01"
263140,"Abdulla","Iisaku","Senior Staff","1998-01-05","9999-01-01"
263169,"Kamakshi","Schaad","Senior Staff","1988-01-15","9999-01-01"
263174,"Shen","Wielonsky","Engineer","1995-05-24","9999-01-01"
263194,"Ranan","Gini","Senior Engineer","1996-08-31","9999-01-01"
263270,"Bedir","Sullins","Senior Engineer","1988-10-04","9999-01-01"
263274,"Amalendu","Engberts","Senior Engineer","1995-02-10","9999-01-01"
263318,"Kazuhisa","Muhling","Technique Leader","1998-05-11","9999-01-01"
263354,"Emdad","Caine","Staff","1995-12-25","9999-01-01"
263448,"Gopalakrishnan","Brodal","Senior Engineer","2002-01-26","9999-01-01"
263500,"Sachio","Gyorkos","Senior Staff","1994-12-09","9999-01-01"
263510,"Deniz","Bolotov","Engineer","1997-08-22","9999-01-01"
263514,"Mayuko","Lorie","Senior Engineer","1997-07-07","9999-01-01"
263525,"Reinhard","Baek","Senior Staff","1994-02-19","9999-01-01"
263540,"Dharmaraja","Cummings","Senior Engineer","1993-08-14","9999-01-01"
263582,"Froduald","Ruther","Senior Engineer","1988-10-01","9999-01-01"
263587,"Suzette","Heydon","Technique Leader","1987-05-28","9999-01-01"
263590,"Jinpo","Erev","Senior Engineer","1991-08-31","9999-01-01"
263661,"Luisa","Kaelbling","Senior Engineer","1994-04-08","9999-01-01"
263713,"Abdulla","Bashian","Senior Engineer","1993-06-19","9999-01-01"
263714,"Yagil","Kleiser","Senior Staff","1993-06-10","9999-01-01"
263738,"Kazunori","Bressoud","Senior Engineer","1996-07-12","9999-01-01"
263777,"Janche","Oppitz","Senior Staff","1985-11-09","9999-01-01"
263790,"Hauke","Christ","Senior Engineer","2000-07-14","9999-01-01"
263804,"Takanari","Ellozy","Senior Engineer","1993-11-01","9999-01-01"
263822,"Seongbin","Ananiadou","Senior Engineer","1997-04-27","9999-01-01"
263824,"Yolla","Constantine","Senior Engineer","1988-11-22","9999-01-01"
263893,"Masali","Dolinsky","Senior Staff","1994-08-21","9999-01-01"
263925,"Poorav","Yamaashi","Senior Engineer","2000-03-04","9999-01-01"
263947,"Siamak","Markovitch","Senior Engineer","1996-01-03","9999-01-01"
263952,"Vincent","Joslin","Senior Staff","1993-07-13","9999-01-01"
263956,"Shaowen","Schmiedel","Engineer","1998-07-23","9999-01-01"
263988,"Licheng","Sinitsyn","Senior Staff","1988-12-24","9999-01-01"
263993,"Reinhold","Anick","Senior Engineer","1997-05-20","9999-01-01"
263997,"Gita","Begiun","Technique Leader","1990-01-11","9999-01-01"
264018,"Djenana","Lorcy","Senior Staff","2002-01-10","9999-01-01"
264019,"Ulises","Barreiro","Senior Staff","1996-05-08","9999-01-01"
264074,"Martine","Serov","Senior Staff","1997-08-24","9999-01-01"
264083,"Vojin","Acton","Senior Staff","1994-02-17","9999-01-01"
264087,"Shridhar","Simkin","Senior Engineer","1994-05-27","9999-01-01"
264107,"Shalesh","Chenney","Senior Staff","2000-03-19","9999-01-01"
264122,"Hyuckchul","Oppitz","Engineer","1995-03-04","9999-01-01"
264125,"Arnould","Thibadeau","Senior Staff","1991-04-27","9999-01-01"
264126,"Toshiki","Thimonier","Engineer","2002-05-09","9999-01-01"
264174,"Jianwen","Brizzi","Senior Engineer","1996-09-25","9999-01-01"
264194,"Aral","Merey","Senior Staff","1986-03-30","9999-01-01"
264267,"Conrado","Chappelet","Senior Engineer","1987-01-22","9999-01-01"
264281,"Heather","Halloran","Senior Engineer","1995-11-29","9999-01-01"
264428,"JiYoung","McFarlin","Senior Engineer","1999-07-12","9999-01-01"
264446,"Katsuo","Kroha","Senior Engineer","1999-04-07","9999-01-01"
264454,"Hsiangchu","Hatcliff","Senior Engineer","1993-01-22","9999-01-01"
264492,"Ebru","Harllee","Technique Leader","1988-01-09","9999-01-01"
264663,"Martial","Stenning","Senior Engineer","2000-10-09","9999-01-01"
264680,"Zissis","Businaro","Senior Staff","1993-01-29","9999-01-01"
264699,"Remmert","Usery","Senior Engineer","1998-11-22","9999-01-01"
264786,"Xinglin","Riefers","Senior Staff","1989-01-30","9999-01-01"
264800,"Ymte","Collavizza","Senior Staff","1995-01-17","9999-01-01"
264813,"Jeanna","Reutenauer","Senior Staff","1996-01-22","9999-01-01"
264855,"Slavian","Peres","Senior Staff","1996-07-11","9999-01-01"
264884,"Berto","Lambe","Senior Engineer","1987-08-31","9999-01-01"
264894,"Constantino","McAlpine","Staff","1999-04-09","9999-01-01"
264898,"Michaela","Ranum","Senior Engineer","1996-06-10","9999-01-01"
264932,"Abdulah","Valiente","Staff","1995-07-30","9999-01-01"
264951,"Jagoda","Brobst","Senior Staff","1994-08-07","9999-01-01"
264984,"Pranav","Birdsall","Senior Staff","1992-01-15","9999-01-01"
265021,"Demos","Escriba","Senior Engineer","1989-08-06","9999-01-01"
265060,"Ortrud","Serot","Technique Leader","1997-11-26","9999-01-01"
265194,"Shahar","Menhardt","Senior Engineer","2000-06-01","9999-01-01"
265203,"Debatosh","Sudkamp","Senior Staff","1993-06-25","9999-01-01"
265286,"Inderjeet","Mahmud","Senior Staff","1992-10-08","9999-01-01"
265342,"Tadahiro","Iivonen","Senior Engineer","1999-04-02","9999-01-01"
265345,"Hiroyasu","Conry","Senior Engineer","1995-08-10","9999-01-01"
265465,"Kotesh","Ishibashi","Senior Staff","1993-11-08","9999-01-01"
265469,"Taisook","Brandsma","Senior Staff","1985-06-10","9999-01-01"
265489,"Mitchel","Koprowski","Senior Engineer","1993-10-14","9999-01-01"
265540,"Matt","Reistad","Senior Staff","1994-05-24","9999-01-01"
265550,"Fun","Bottner","Staff","1996-07-09","9999-01-01"
265557,"Younwoo","Roccetti","Senior Engineer","1995-03-23","9999-01-01"
265582,"Vitaly","Isard","Engineer","1995-11-22","9999-01-01"
265595,"Tooru","Levergood","Senior Staff","1999-12-29","9999-01-01"
265606,"Boalin","Zhang","Senior Engineer","1995-12-23","9999-01-01"
265661,"Alenka","Masamoto","Senior Engineer","1994-12-27","9999-01-01"
265675,"Sachin","Chiola","Technique Leader","1987-03-05","9999-01-01"
265681,"Marsal","Atrawala","Senior Staff","2002-03-08","9999-01-01"
265687,"Shuky","Ranta","Senior Engineer","1999-08-30","9999-01-01"
265696,"Fayez","Jiang","Senior Staff","1999-10-31","9999-01-01"
265733,"Adly","Pelc","Senior Staff","1993-01-11","9999-01-01"
265742,"Rosella","Makrucki","Senior Staff","1993-11-28","9999-01-01"
265937,"Shuji","Chinen","Senior Engineer","1994-07-19","9999-01-01"
265948,"Weiru","Budinsky","Staff","1994-05-13","9999-01-01"
265977,"Lene","Tischendorf","Senior Engineer","1994-11-14","9999-01-01"
266012,"Satosi","Vieri","Senior Staff","1986-02-18","9999-01-01"
266017,"Gift","Spelt","Senior Staff","2000-01-27","9999-01-01"
266018,"Masanao","Cools","Senior Engineer","1996-08-12","9999-01-01"
266080,"Mari","Maraist","Engineer","1996-05-03","9999-01-01"
266082,"Randi","Cichocki","Senior Engineer","1996-10-11","9999-01-01"
266142,"Marco","Bernini","Engineer","1998-02-16","9999-01-01"
266147,"Lalit","Krichel","Staff","1995-10-20","9999-01-01"
266161,"Gita","Mansanne","Senior Staff","1994-07-16","9999-01-01"
266199,"Goetz","Ferriere","Senior Engineer","1988-04-11","9999-01-01"
